Managed Account;MAC;Device Name;IP Address;IPv6 Address;Device Type;Serial Number;Description;Active S/W Version;Duration;Status;Status Time;Status Time (Seconds);Height
Base Infrastructure;00:04:56:27:E2:1C;ANT.Don Matias-1_AP1;10.68.226.54;N/A;ePMP Force 300C AP;;19891-ZZZY301;4.6.1-RC14;230d 12h 1m;Online;34d 19h 28m;3007681;N/A
Base Infrastructure;00:04:56:42:23:D6;47573-ZGYO886;10.70.119.177;N/A;ePMP Force 300-19R SM;;47573-ZGYO886_SAN ONOFRE_CORREGIMIENTO BARRANCA;4.6.1-RC14;230d 12h 3m;Online;0d 10h 28m;37713;N/A
Base Infrastructure;00:04:56:42:86:3E;48358-KPWM975;10.67.204.34;N/A;ePMP Force 300-19R SM;;VDA EL RODE I E VARSOVIA LA FLORIDA;4.6.1-RC14;231d 14h 58m;Offline;96d 0h 10m;8295045;N/A
Base Infrastructure;00:04:56:42:29:98;38799-ZGYO251;10.67.207.251;N/A;ePMP Force 300-19R SM;;GRANADA_VEREDA LA MARIELA;4.6.1-RC14;231d 17h 19m;Online;7d 23h 44m;690252;N/A
Base Infrastructure;00:04:56:42:9E:10;36158-ZCKE853;10.67.197.59;N/A;ePMP Force 300-19R SM;;ACEVEDO_LAS MERCEDES1;4.6.1-RC14;231d 18h 52m;Online;1d 4h 48m;103698;N/A
Base Infrastructure;00:04:56:42:85:FA;48483-ZZZY862;10.67.204.181;N/A;ePMP Force 300-19R SM;;IED.TOL.PALOCABILDO;4.6.1-RC14;231d 19h 52m;Online;18d 19h 28m;1625325;N/A
Base Infrastructure;00:04:56:42:25:E2;32332-KPWM484;10.71.33.69;N/A;ePMP Force 300-19R SM;;San_Andres_Sotavento_El Peine;4.6.1-RC14;231d 20h 33m;Offline;16d 6h 25m;1405521;N/A
Base Infrastructure;58:C1:7A:71:A3:10;47504-ZZZY708;10.71.52.213;N/A;ePMP Force 300C SM;;47504-ZZZY708-SAN BENITO ABAD-GUAYABAL;4.6.1-RC14;231d 20h 51m;Offline;40d 4h 30m;3472203;N/A
Base Infrastructure;58:C1:7A:72:6D:9C;NOR.Bucarasica_AP2;10.68.252.182;N/A;ePMP Force 300C AP;E8XF023L1RB3;42697-ZIFV876;4.6.1-RC14;231d 21h 37m;Offline;25d 19h 40m;2230857;N/A
Base Infrastructure;58:C1:7A:72:C8:C7;SUC.La Palmira_AP1;10.71.55.82;N/A;ePMP 3000L AP;;47063-ZIFV174,47055-ZGYO879,47040-ZGYO880,47039-ZGYO875;4.6.1-RC14;231d 22h 53m;Online;2d 19h 57m;244671;N/A
Base Infrastructure;58:C1:7A:FB:98:00;CES-LOS-VENADOS;10.70.47.14;N/A;cnMatrix TX2020R-P;XMXDMPCHGLV4;;4.1.0-300;231d 23h 25m;Online;71d 1h 46m;6140815;N/A
Base Infrastructure;58:C1:7A:FE:9B:60;SUC-EL-ROBLE;10.71.53.158;N/A;cnMatrix EX1010;XMXGMT4L91CW;;4.1.0-300;231d 23h 34m;Online;44d 0h 12m;3802377;N/A
Base Infrastructure;00:04:56:46:49:E6;32184-ZZZY778;10.71.36.88;N/A;ePMP Force 300-19R SM;;SAHAGÚN_BRISAS DEL MAR;4.6.1-RC14;231d 23h 58m;Online;27d 21h 5m;2408724;N/A
Base Infrastructure;00:04:56:46:5F:59;48991-VZVF843;10.67.204.193;N/A;ePMP Force 300-19R SM;;LA_LIBERTAD(nw);4.6.1-RC14;232d 0h 21m;Online;1d 2h 45m;96334;N/A
Base Infrastructure;00:04:56:42:3E:6A;22505-KPWM397;10.70.93.181;N/A;ePMP Force 300-19R SM;;LA_BONGA;4.6.1-RC14;232d 0h 48m;Online;26d 23h 38m;2331524;N/A
Base Infrastructure;00:04:56:42:28:8C;74552-KPWM192;10.70.95.27;N/A;ePMP Force 300-19R SM;;MAICAO_SEDE EL KASUTO;4.6.1-RC14;232d 1h 31m;Offline;184d 1h 31m;15903104;N/A
Base Infrastructure;58:C1:7A:FA:D8:C0;COR-SAN-PELAYO;10.71.51.158;N/A;cnMatrix EX1010;XMXDMNKG33W4;;4.1.0-300;232d 1h 46m;Offline;22d 16h 33m;1960396;N/A
Base Infrastructure;58:C1:7A:FA:2E:40;TOL-PURIFICACION;10.67.204.240;N/A;cnMatrix EX1010;XMXCMMCXGXCV;;4.1.0-300;232d 3h 12m;Online;57d 17h 0m;4986031;N/A
Base Infrastructure;58:C1:7A:FE:9C:C0;CAD-SANTAELENA;10.68.245.62;N/A;cnMatrix EX1010;XMXGMT4ZH9Z0;;4.1.0-300;232d 3h 27m;Online;2d 14h 0m;223206;N/A
Base Infrastructure;00:04:56:46:3E:94;42826-ZIFV675;10.68.253.11;N/A;ePMP Force 300-19R SM;;CENT_EDUC_RUR_EL_TROPEZON;4.6.1-RC14;232d 17h 49m;Online;0d 1h 58m;7101;N/A
Base Infrastructure;58:C1:7A:50:86:EC;31057-KPWM328;10.71.39.137;N/A;ePMP Force 200 SM;E8XA0Z14WPN4;Montería_VEREDA LOS CEDROS;4.6.2;232d 18h 14m;Online;7d 2h 3m;612189;N/A
Base Infrastructure;58:C1:7A:FA:37:80;SJG-SAN-JOSE-6;10.67.200.222;N/A;cnMatrix EX1010;XMXCMMGZCP11;;4.1.0-300;232d 19h 4m;Online;11d 19h 36m;1020966;N/A
Base Infrastructure;00:04:56:46:3F:34;SND.Puerto Lebrija_AP1;10.68.253.10;N/A;ePMP Force 300-19R AP;;42826-ZIFV675;4.6.1-RC14;232d 19h 22m;Online;0d 18h 47m;67642;N/A
Base Infrastructure;58:C1:7A:FB:90:40;HUI-PALACIOS;10.67.206.222;N/A;cnMatrix TX2020R-P;XMXDMPBKD5MM;;4.1.0-300;232d 19h 40m;Online;135d 4h 22m;11679738;N/A
Base Infrastructure;58:C1:7A:71:93:AA;36070-KPWM430;10.67.197.19;N/A;ePMP Force 300C SM;;36070-KPWM430-SEDE CHAPINERO-NEIVA-HUILA;4.6.1-RC14;232d 19h 57m;Online;25d 20h 44m;2234673;N/A
Base Infrastructure;58:C1:7A:FE:94:20;CAD-MARQUETALIA;10.68.245.94;N/A;cnMatrix EX1010;XMXGMT1H671R;;4.1.0-300;232d 20h 24m;Online;133d 13h 12m;11538778;N/A
Base Infrastructure;00:04:56:46:47:02;18974-ZIFV064;10.68.227.5;N/A;ePMP Force 300-19R SM;;LA_CANDELARIA;4.6.1-RC14;232d 20h 27m;Offline;57d 18h 2m;4989728;N/A
Base Infrastructure;58:C1:7A:72:CA:59;ANT.Candelaria-AP2;10.68.227.4;N/A;ePMP 3000L AP;;18974-ZIFV064,18962-KPWM079,54702-HOQK186;4.6.1-RC14;232d 20h 34m;Offline;57d 18h 2m;4989731;N/A
Base Infrastructure;00:04:56:42:27:84;47530-VZVF117;10.71.51.101;N/A;ePMP Force 300-19R SM;;47530-VZVF117_SEDE_LA_NUEVA_METRA;4.6.1-RC14;232d 20h 40m;Online;0d 23h 13m;83592;N/A
Base Infrastructure;00:04:56:26:DB:19;SUC.San Marcos_AP1;10.71.51.100;N/A;ePMP 3000L AP;;16871-KPWM052;4.6.1-RC14;232d 20h 41m;Online;7d 19h 48m;676111;N/A
Base Infrastructure;00:04:56:42:42:B2;39386-ZGYO729;10.67.206.99;N/A;ePMP Force 300-19R SM;;SEDE_CAMILO_TORRES;4.6.1-RC14;232d 21h 35m;Online;27d 20h 6m;2405170;N/A
Base Infrastructure;00:04:56:26:DB:AC;SUC.Canito_AP2;10.71.53.108;N/A;ePMP 3000L AP;;;4.6.1-RC14;232d 22h 7m;Online;14d 6h 34m;1233248;N/A
Base Infrastructure;00:04:56:42:28:E8;COR.Cotorra-2_AP1;10.71.54.233;N/A;ePMP Force 300-19R AP;;31600-ZZZY190;4.6.1-RC14;232d 22h 7m;Online;1d 4h 54m;104080;N/A
Base Infrastructure;00:04:56:46:3C:FA;CES.Curumani_AP1;10.70.41.244;N/A;ePMP Force 300-19R AP;;74155-KPWM781;4.6.1-RC14;232d 22h 7m;Online;0d 11h 59m;43188;N/A
Base Infrastructure;00:04:56:46:4A:D8;38765-ZGYO240;10.67.207.234;N/A;ePMP Force 300-19R SM;;LA_COOPERATIVA;4.6.1-RC14;232d 22h 12m;Offline;18d 21h 2m;1630965;N/A
Base Infrastructure;00:04:56:46:4C:18;47559-ZZZY683;10.71.53.109;N/A;ePMP Force 300-19R SM;;47559-ZZZY683_CENTRO_EDUCATIVO_EL_PUEBLITO;4.6.1-RC14;232d 22h 12m;Online;14d 6h 35m;1233305;N/A
Base Infrastructure;58:C1:7A:50:97:06;31726-ZGYO302;10.71.37.36;N/A;ePMP Force 200 SM;E8XB01HMBLXX;MOMIL_VDA SAN MIGUEL;4.6.2;232d 22h 12m;Online;14d 21h 13m;1286018;N/A
Base Infrastructure;00:04:56:46:47:A2;32046-KPWM360;10.71.34.5;N/A;ePMP Force 300-19R SM;E6XA0BFTT9NH;CÓRDOBA_VEREDA NVA DE ZULIA;4.7-RC14;232d 22h 12m;Online;5d 1h 37m;437832;N/A
Base Infrastructure;58:C1:7A:FA:2D:A0;TOL-NEME;10.67.204.241;N/A;cnMatrix EX1010;XMXCMMCLC60V;;4.1.0-300;232d 22h 12m;Online;3d 23h 47m;344868;N/A
Base Infrastructure;00:04:56:42:43:D2;59388-ZIFV404;10.70.95.217;N/A;ePMP Force 300-19R SM;;59388-ZIFV404-AGUSTIN-CODAZZI-SE;4.6.1-RC14;232d 23h 27m;Online;0d 5h 23m;19392;N/A
Base Infrastructure;58:C1:7A:72:66:A0;53835-KPWM509;10.66.103.73;N/A;ePMP Force 300C SM;;SAN_JOSE_DEL_GUAVI;4.6.1-RC14;232d 23h 33m;Online;13d 4h 9m;1138153;N/A
Base Infrastructure;58:C1:7A:F9:A9:60;COR-PAJONAL;10.71.34.30;N/A;cnMatrix TX2020R-P;XMXAMLQK9KXM;;4.1.0-300;232d 23h 45m;Online;30d 3h 16m;2603800;N/A
Base Infrastructure;58:C1:7A:FA:D6:C0;BOLlasierra;10.70.112.30;N/A;cnMatrix EX1010;XMXDMNKLKZ7R;;3.2-b2;232d 23h 46m;Online;0d 0h 16m;1015;N/A
Base Infrastructure;58:C1:7A:FB:94:C0;COR-CUCHARAL;10.71.39.158;N/A;cnMatrix TX2020R-P;XMXDMPC349S6;;4.1.0-300;232d 23h 47m;Online;0d 1h 21m;4862;N/A
Base Infrastructure;00:04:56:42:8A:80;SUC.Peaje San Onofre_AP1;10.70.119.46;N/A;ePMP Force 300-19R AP;;47563-ZIFV812;4.6.1-RC14;232d 23h 50m;Online;34d 21h 49m;3016172;55 Meters
Base Infrastructure;00:04:56:46:49:F4;47447-ZZZY257;10.71.53.207;N/A;ePMP Force 300-19R SM;;47447-ZZZY257_SAMPUES_ESCOBAR AR;4.6.1-RC14;233d 0h 43m;Online;34d 20h 57m;3013036;N/A
Base Infrastructure;58:C1:7A:FE:9B:A0;SUC-SINCE;10.71.50.254;N/A;cnMatrix EX1010;XMXGMT4NJL1L;;4.1.0-300;233d 18h 4m;Offline;0d 1h 13m;4390;N/A
Base Infrastructure;58:C1:7A:71:30:7A;GUJ.Cuatro Vias AP_2;10.70.95.28;N/A;ePMP 3000 AP;E8XB032GX63D;73897-KPWM533;;;;;;
Base Infrastructure;58:C1:7A:72:D4:49;SUC.Caimito_AP1;10.71.52.198;N/A;ePMP 3000L AP;;47085-ZZZY704;4.6.1-RC14;233d 21h 49m;Online;0d 11h 55m;42931;N/A
Base Infrastructure;58:C1:7A:72:D0:B3;CES.Aguachica_2_AP1;10.70.47.246;N/A;ePMP 3000L AP;E8XF0CGWDM6V;30627-ZGYO143;4.6.1-RC14;234d 2h 10m;Online;2d 19h 6m;241594;N/A
Base Infrastructure;58:C1:7A:FB:CB:00;SUC-SAN-MARCOS-2;10.71.51.109;N/A;cnMatrix TX2020R-P;XMXDMPLHJB26;;4.1.0-300;234d 16h 46m;Online;51d 1h 27m;4411627;N/A
Base Infrastructure;58:C1:7A:FE:82:40;NOR-CHINACOTA-2;10.68.254.241;N/A;cnMatrix EX1010;XMXGMSWPR5PK;;4.1.0-300;234d 17h 51m;Online;11d 23h 12m;1033932;N/A
Base Infrastructure;58:C1:7A:FA:D0:80;COR-LABARRA;10.71.38.46;N/A;cnMatrix EX1010;XMXDMNFXGF23;;4.1.0-300;234d 19h 19m;Online;33d 19h 47m;2922453;N/A
Base Infrastructure;58:C1:7A:72:68:3B;GUJ.Cuatro Vias AP_1;10.70.93.148;N/A;ePMP Force 300C AP;E8XF01L94F5Q;70993-KPWM587;4.6.2;234d 19h 46m;Online;43d 2h 20m;3723613;N/A
Base Infrastructure;58:C1:7A:FA:CA:80;GUJ-FONSECA-1;10.70.45.254;N/A;cnMatrix EX1010;XMXDMNG1S1ZW;;4.1.0-300;234d 19h 48m;Online;32d 23h 36m;2849804;N/A
Base Infrastructure;00:04:56:46:43:F0;SND.Aratoca_AP4;10.68.255.120;N/A;ePMP Force 300-19R AP;;44711-KPWM927;4.6.1-RC14;234d 19h 55m;Online;0d 2h 43m;9833;70 Meters
Base Infrastructure;00:04:56:46:43:C2;44711-KPWM927;10.68.255.121;N/A;ePMP Force 300-19R SM;;ESCUELA_RURAL_EL_CURO;4.6.1-RC14;234d 20h 0m;Online;36d 20h 16m;3183399;N/A
Base Infrastructure;00:04:56:42:9E:F4;37346-ZCKE080;10.67.196.153;N/A;ePMP Force 300-19R SM;;37346-ZCKE080-SUAZA-GUAYABALF300;4.6.1-RC14;234d 20h 3m;Online;10d 19h 2m;932535;N/A
Base Infrastructure;58:C1:7A:72:65:D4;70993-KPWM587;10.70.93.149;N/A;ePMP Force 300C SM;;URIBIA_RANCHERIA ALUANACHON;4.6.1-RC14;234d 20h 8m;Online;0d 5h 9m;18566;N/A
Base Infrastructure;58:C1:7A:72:CD:FB;COR.Cucharal_AP3;10.71.39.144;N/A;ePMP 3000L AP;;31082-KPWM321, 31146-HOQK303, 32481-HOQK235;4.6.1-RC14;234d 20h 9m;Online;0d 1h 21m;4883;N/A
Base Infrastructure;00:04:56:42:88:FA;HUI.Suaza;10.67.196.152;N/A;ePMP Force 300-19R AP;;37346-ZCKE080;4.6.1-RC14;234d 20h 10m;Online;4d 22h 41m;427289;N/A
Base Infrastructure;00:04:56:46:4C:BE;SND_FLORIAN:1;10.67.203.147;N/A;ePMP Force 300-19R AP;;45508-ZZZY159;4.6.1-RC14;234d 22h 0m;Offline;54d 8h 25m;4695921;N/A
Base Infrastructure;58:C1:7A:4F:E1:20;42361-ZIFV139;10.68.254.115;N/A;ePMP Force 200 SM;E8WM05TCJX9J;CHITAGÁ_VDA TANE CENTRO;4.6.1-RC27;234d 22h 30m;Online;8d 1h 48m;697705;N/A
Base Infrastructure;00:04:56:42:27:30;SND.CALIFORNIA_AP3;10.68.253.2;N/A;ePMP Force 300-19R AP;;44932-ZZZY521;4.6.1-RC14;234d 23h 35m;Online;5d 2h 36m;441405;N/A
Base Infrastructure;00:04:56:27:E2:16;31530-KPWM470;10.71.33.93;N/A;ePMP Force 300C SM;;CIENAGA DE ORO_CAS LOS COPELES;4.6.1-RC14;234d 23h 51m;Online;2d 21h 31m;250281;N/A
Base Infrastructure;00:04:56:46:3F:36;47441-ZZZY256;10.71.53.205;N/A;ePMP Force 300-19R SM;;47441-ZZZY256_SAMPUES_CORREG ACH;4.6.1-RC14;235d 0h 19m;Online;34d 20h 57m;3013075;N/A
Base Infrastructure;00:04:56:42:23:24;47558-ZZZY731;10.70.119.165;N/A;ePMP Force 300-19R SM;;47558-ZZZY731_SUC.LA LIBERTAD_I.;4.6.1-RC14;235d 0h 19m;Online;4d 17h 9m;407381;N/A
Base Infrastructure;58:C1:7A:FA:D3:60;CES-LOMACOLORADA;10.70.93.20;N/A;cnMatrix EX1010;XMXDMNJ5VMBK;;4.1.0-300;235d 1h 15m;Online;1d 23h 1m;169291;N/A
Base Infrastructure;58:C1:7A:72:0F:97;47383-ZGYO979;10.71.55.205;N/A;ePMP Force 300C SM;E8XE07BC63Z7;47383-ZGYO979_VEREDA_LOMA_DEL_BANCO;4.6.1-RC26;235d 1h 16m;Online;34d 21h 13m;3014020;N/A
Base Infrastructure;00:04:56:26:DB:46;SUC.Sampues_AP2;10.71.53.204;N/A;ePMP 3000L AP;;;4.6.1-RC14;235d 1h 40m;Online;5d 21h 48m;510533;N/A
Base Infrastructure;58:C1:7A:4F:E0:C8;NOR.Cacota_AP1;10.68.254.114;N/A;ePMP Force 200 AP;E8WM05RW6FBG;42361-ZIFV139;4.6.2;235d 2h 8m;Online;17d 23h 30m;1553431;N/A
Base Infrastructure;00:04:56:46:4E:E8;36426-KPWM668;10.67.195.87;N/A;ePMP Force 300-19R SM;;36426-KPWM668_ELIAS_JESUS DE LA BUENA ESPERANZA;4.6.1-RC14;235d 2h 41m;Online;1d 20h 36m;160589;N/A
Base Infrastructure;00:04:56:46:4C:72;74177-KPWM472;10.70.94.111;N/A;ePMP Force 300-19R SM;;74177-KPWM472 BECERRIL_CANAIMA_LAS_MERCEDES;4.6.1-RC14;235d 17h 38m;Online;0d 5h 21m;19299;N/A
Base Infrastructure;00:04:56:46:46:C2;37576-ZZZY271;10.70.41.147;N/A;ePMP Force 300-19R SM;;SEDE_AUJERO _RIOHACHA_KM 5 VIA MAICAO;4.6.1-RC14;235d 18h 1m;Offline;0d 8h 32m;30730;N/A
Base Infrastructure;00:04:56:42:9D:64;RIO.Universidades_AP4;10.70.41.146;N/A;ePMP Force 300-19R AP;;37576-ZZZY271;4.6.1-RC14;235d 18h 15m;Online;0d 12h 33m;45232;N/A
Base Infrastructure;58:C1:7A:4C:C4:38;SND.Cimitarra;10.68.248.230;N/A;ePMP Force 200 AP;E8WH0QGV82CM;45129-ZZZY609, 45132-ZCKE894, 45192-VZVF202;4.7-RC14;235d 18h 43m;Online;1d 6h 41m;110463;70 Meters
Base Infrastructure;00:04:56:42:29:EC;31600-ZZZY190;10.71.54.234;N/A;ePMP Force 300-19R SM;;COTORRA_EL BINDE;4.6.1-RC14;235d 18h 59m;Online;0d 8h 24m;30292;N/A
Base Infrastructure;00:04:56:46:3E:68;32045-KPWM348;10.71.34.7;N/A;ePMP Force 300-19R SM;E6XA094GX4NP;CÓRDOBA_ARROYO ARENA MANGLE;4.7-RC14;235d 19h 30m;Online;5d 3h 57m;446265;N/A
Base Infrastructure;58:C1:7A:FB:C1:C0;ATL-SABANA-LARGA;10.70.88.190;N/A;cnMatrix TX2020R-P;XMXDMPK9LGD5;;4.1.0-300;235d 19h 31m;Online;235d 20h 9m;20376566;N/A
Base Infrastructure;58:C1:7A:72:D3:DD;COR.PAJONAL_AP1;10.71.34.6;N/A;ePMP 3000L AP;;32045-KPWM348_32046-KPWM360;4.6.1-RC14;235d 19h 35m;Online;23d 21h 27m;2064473;N/A
Base Infrastructure;00:04:56:42:9D:DA;HUI.Timana_AP4;10.67.195.86;N/A;ePMP Force 300-19R AP;E6VH03CDDDSM;36426-KPWM668;4.5.6;235d 19h 54m;Online;6d 1h 17m;523078;N/A
Base Infrastructure;00:04:56:46:5F:4F;NOR.Buena Esperanza_AP1;10.68.254.208;N/A;ePMP Force 300-19R AP;;41929-ZIFV873;4.6.1-RC14;235d 21h 30m;Online;3d 8h 5m;288314;N/A
Base Infrastructure;00:04:56:26:DC:FF;SUC.La Libertad-AP2;10.70.119.168;N/A;ePMP 3000L AP;;;4.6.1-RC14;235d 21h 32m;Online;4d 21h 34m;423269;N/A
Base Infrastructure;58:C1:7A:72:CF:3F;SUC.La Libertad-AP1;10.70.119.183;N/A;ePMP 3000L AP;;47585-HOQK331;4.6.1-RC14;235d 21h 46m;Online;24d 23h 13m;2157227;N/A
Base Infrastructure;00:04:56:42:26:70;COR.Rabolargo_AP 2;10.71.34.56;N/A;ePMP Force 300-19R AP;E6VE07WTQ0NS;32493-ZIFV399;4.6.1-RC14;235d 21h 57m;Online;0d 0h 35m;2111;N/A
Base Infrastructure;58:C1:7A:FB:C9:00;CES-MANDINGUILLA;10.70.47.222;N/A;cnMatrix TX2020R-P;XMXDMPL37280;;4.1.0-300;235d 22h 22m;Online;235d 22h 23m;20384613;N/A
Base Infrastructure;58:C1:7A:FA:39:E0;TOL-NATAGAIMA;10.67.203.62;N/A;cnMatrix EX1010;XMXCMMGJZ4R8;;4.1.0-300;235d 23h 15m;Online;205d 3h 43m;17725386;N/A
Base Infrastructure;00:04:56:42:88:7A;45262-KPWM543;10.68.255.29;N/A;ePMP Force 300-19R SM;;COROMORO_VEREDA LA MINA;4.6.1-RC14;235d 23h 25m;Online;12d 3h 29m;1049388;N/A
Base Infrastructure;58:C1:7A:FB:93:80;TOL-RIOMANSO;10.67.203.14;N/A;cnMatrix TX2020R-P;XMXDMPBXL57P;;4.1.0-300;235d 23h 38m;Online;50d 17h 28m;4382914;N/A
Base Infrastructure;00:04:56:42:31:3A;48305-ZZZY024;10.67.204.5;N/A;ePMP Force 300-19R SM;E6VE09FVPBBD;"BUENAVISTA SAN AGUSTIN""""";4.6.2;235d 23h 40m;Online;5d 3h 34m;444866;N/A
Base Infrastructure;58:C1:7A:FA:2A:20;TOL-VILLARRICA;10.67.204.109;N/A;cnMatrix EX1010;XMXCMMBSRL3R;;4.1.0-300;236d 0h 24m;Online;0d 1h 41m;6075;N/A
Base Infrastructure;00:04:56:46:43:EA;45373-KPWM093_EL CARMEN DE CHUCURÍ_VEREDA LA PITALA;10.68.251.170;N/A;ePMP Force 300-19R SM;;EL CARMEN DE CHUCURÍ_VEREDA LA PITALA;4.6.1-RC14;236d 0h 37m;Offline;114d 16h 5m;9907508;N/A
Base Infrastructure;00:04:56:42:71:12;37487-VZVF764;10.67.207.21;N/A;ePMP Force 300-19R SM;;37487-VZVF764-TERUEL-VDA ALMORZADERO;4.6.1-RC14;236d 1h 23m;Offline;65d 1h 59m;5623162;N/A
Base Infrastructure;58:C1:7A:FB:95:C0;COR-SAN-RAFAEL;10.71.37.158;N/A;cnMatrix TX2020R-P;XMXDMPC6GWX0;;4.1.0-300;236d 1h 31m;Online;1d 20h 34m;160484;N/A
Base Infrastructure;58:C1:7A:FA:D1:60;ANT-TARSO;10.68.230.59;N/A;cnMatrix EX1010;XMXDMNHRG22J;;4.1.0-300;236d 13h 55m;Online;82d 1h 41m;7090918;N/A
Base Infrastructure;58:C1:7A:FE:9A:E0;CAD-FILADELFIA-1;10.68.246.93;N/A;cnMatrix EX1010;XMXGMT4FR5S5;;4.1.0-300;236d 13h 55m;Online;0d 1h 40m;6047;N/A
Base Infrastructure;58:C1:7A:FB:97:C0;COR-MORINDO;10.71.33.158;N/A;cnMatrix TX2020R-P;XMXDMPCGBBD8;;4.1.0-300;236d 16h 14m;Online;0d 22h 37m;81474;N/A
Base Infrastructure;58:C1:7A:FA:D2:60;RIO-Aeropuerto;10.70.92.238;N/A;cnMatrix EX1010;XMXDMNJ3N2ML;;4.1.0-300;236d 17h 24m;Online;0d 8h 50m;31803;N/A
Base Infrastructure;58:C1:7A:50:8A:1E;45717-KPWM686;10.68.253.203;N/A;ePMP Force 200 SM;E8XA0ZGR0RLC;VEREDA_EL_OSCURO;4.6.2;236d 18h 8m;Online;1d 0h 32m;88359;N/A
Base Infrastructure;00:04:56:27:D4:15;COR.Cucharal_AP1;10.71.39.142;N/A;ePMP 3000L AP;;31594-ZGYO315, 31121-ZGYO334, 31057-KPWM328;4.6.1-RC14;236d 18h 10m;Online;0d 1h 21m;4885;N/A
Base Infrastructure;58:C1:7A:FA:77:E0;HUI-PRAGA;10.67.197.62;N/A;cnMatrix TX2020R-P;XMXDMP86KD1S;;4.1.0-300;236d 19h 1m;Online;28d 2h 46m;2429217;N/A
Base Infrastructure;58:C1:7A:72:CC:63;COR.Sabaneta_AP2;10.71.34.200;N/A;ePMP 3000L AP;;74111-ZZZY319_74110-ZZZY207_32207-ZZZY477;4.6.1-RC14;236d 19h 16m;Online;0d 16h 52m;60778;N/A
Base Infrastructure;58:C1:7A:72:67:A5;18568-KPWM022;10.68.213.185;N/A;ePMP Force 300C SM;E8XF01JMRDQ7;VDA._CHAGUALAL;4.6.1-RC26;236d 19h 37m;Online;0d 2h 26m;8780;N/A
Base Infrastructure;00:04:56:42:26:D6;CES.SAN SEBASTIAN_AP1;10.70.44.34;N/A;ePMP Force 300-19R AP;E6VE07ZJNTVN;13364-ZZZY480;4.6.2;236d 19h 40m;Online;0d 11h 59m;43194;N/A
Base Infrastructure;58:C1:7A:FB:C3:C0;CES-ARJONA;10.70.47.62;N/A;cnMatrix TX2020R-P;XMXDMPKF19RS;;4.1.0-300;236d 21h 9m;Online;1d 9h 51m;121877;N/A
Base Infrastructure;58:C1:7A:FA:2D:80;TOL-Saldana2;10.66.102.238;N/A;cnMatrix EX1010;XMXCMMCBHHJL;;4.1.0-300;236d 21h 18m;Online;0d 10h 8m;36494;N/A
Base Infrastructure;00:04:56:42:24:84;SUC.Los Palmitos_AP3;10.71.55.98;N/A;ePMP Force 300-19R AP;E6VE07MM68VG;47239-ZGYO418;4.6.2;236d 21h 37m;Online;17d 4h 2m;1483325;N/A
Base Infrastructure;00:04:56:42:9D:40;CAD.Irra_Parque;10.68.241.114;N/A;ePMP Force 300-19R AP;E6VH038T0T2V;26257-KPWM880;4.6.2;236d 21h 40m;Online;2d 12h 28m;217714;N/A
Base Infrastructure;00:04:56:42:6E:1E;GUJ.VillaNueva;10.70.43.4;N/A;ePMP Force 300-19R AP;E6VG00CK2R4G;70980-VZVF856;4.6.2;236d 21h 40m;Online;22d 22h 25m;1981508;N/A
Base Infrastructure;00:04:56:42:30:D2;47239-ZGYO418;10.71.55.99;N/A;ePMP Force 300-19R SM;E6VE09D45SW4;47239-ZGYO418 CE_EL_COLEY;4.6.2;236d 21h 43m;Online;15d 19h 27m;1366066;N/A
Base Infrastructure;00:04:56:42:2B:66;70980-VZVF856;10.70.43.5;N/A;ePMP Force 300-19R SM;E6VE08M0L1ZW;VILLANUEVA_VDA_LAS_FLORES;4.6.2;236d 21h 44m;Online;12d 17h 51m;1101077;N/A
Base Infrastructure;00:04:56:42:8A:86;18901-ZIFV657;10.68.215.165;N/A;ePMP Force 300-19R SM;;APARTADO_VDA_LaVictoria;4.6.1-RC14;236d 21h 44m;Online;1d 15h 58m;143928;N/A
Base Infrastructure;00:04:56:46:4C:66;41929-ZIFV873;10.68.254.209;N/A;ePMP Force 300-19R SM;E6XA0C45PHHX;SAN JOSÉ DE CÚCUTA_VDA LAS VACAS;4.6.0.1;236d 21h 49m;Online;11d 0h 10m;951023;N/A
Base Infrastructure;00:04:56:46:3F:DA;21184-KPWM855;10.68.228.130;N/A;ePMP Force 300-19R SM;E6XA09BM9G40;SAN-JERONIMO-E R TOMASA MENDEZ;4.6.2;236d 22h 14m;Online;37d 22h 12m;3276725;N/A
Base Infrastructure;58:C1:7A:FB:CB:80;CES-Agustin-Codazzi;10.70.44.190;N/A;cnMatrix TX2020R-P;XMXDMPLF92D8;;4.1.0-300;236d 22h 21m;Online;237d 18h 30m;20543451;N/A
Base Infrastructure;00:04:56:42:2F:AE;ANT-San Jeronimo_AP2;10.68.228.133;N/A;ePMP Force 300-19R AP;E6VE0978KM6X;21184-KPWM855;4.6.2;236d 22h 27m;Online;1d 3h 46m;100014;N/A
Base Infrastructure;00:04:56:42:28:A4;54764-KPWM416;10.70.88.139;N/A;ePMP Force 300-19R SM;E6VE0877G93Z;54764-KPWM416-Malambo-LA AGUADA;4.6.2;236d 23h 10m;Offline;130d 18h 30m;11298643;N/A
Base Infrastructure;58:C1:7A:72:D4:28;CES.Astrea-2;10.70.40.172;N/A;ePMP 3000L AP;E8XF0CSQXDXK;30365-ZGYO140;4.6.1-RC27;236d 23h 17m;Online;1d 9h 1m;118902;N/A
